0,5
0,4
0,3
0,2
0,2
0,2
0,5
0,11
0,23
0,39
0,64
0,92
0,130
0,184
0,268
0,387
0,539
0,710
0,930
0,1209
0,1552
0,1971
0,2468
0,3054
84,3783
84,4528
183,5392
225,6324
225,7325
312,8455
312,9578
382,11053
471,12620
521,14296
587,16180
587,18279
714,20743
818,23204
880,25604
1005,28638
1068,31784
1186,34466
1391,37117
1283,39409
1331,41674
1413,43764
1474,45098
1539,46227
1560,47603
1564,48849
1571,49986
1495,51073
1352,52096
1385,53601
1372,54767
1355,55795
1370,56310
1341,56731
1384,57086
1482,57313
1386,57072
1325,56939
1296,56760
1230,56858
1189,56914
1157,56986
1100,57350
1081,57631
1055,57484
959,57323
852,57114
840,56936
836,56763
835,56157
820,55498
793,55676
795,55824
782,55971
776,56092
764,56215
721,56338
671,56445
654,56105
666,55756
718,55404
713,54989
714,54506
682,54047
668,53674
607,53299
537,52979
497,52710
486,52471
495,52307
473,52123
461,51880
476,51624
513,51785
531,51941
534,52303
463,52683
419,53136
410,53482
397,53859
385,53885
362,53926
355,53816
374,53728
384,53600
339,53630
310,53742
295,53837
286,53966
288,54097
283,54237
