0,5
1,4
2,3
3,2
4,2
5,2
6,5
7,11
8,23
9,39
10,64
11,92
12,130
13,184
14,268
15,387
16,539
17,710
18,930
19,1209
20,1552
21,1971
22,2468
23,3054
24,3783
25,4528
26,5392
27,6324
28,7325
29,8455
30,9578
31,11053
32,12620
33,14296
34,16180
35,18279
36,20743
37,23204
38,25604
39,28638
40,31784
41,34466
42,37117
43,39409
44,41674
45,43764
46,45098
47,46227
48,47603
49,48849
50,49986
51,51073
52,52096
53,53601
54,54767
55,55795
56,56310
57,56731
58,57086
59,57313
60,57072
61,56939
62,56760
63,56858
64,56914
65,56986
66,57350
67,57631
68,57484
69,57323
70,57114
71,56936
72,56763
73,56157
74,55498
75,55676
76,55824
77,55971
78,56092
79,56215
80,56338
81,56445
82,56105
83,55756
84,55404
85,54989
86,54506
87,54047
88,53674
89,53299
90,52979
91,52710
92,52471
93,52307
94,52123
95,51880
96,51624
97,51785
98,51941
99,52303
100,52683
101,53136
102,53482
103,53859
104,53885
105,53926
106,53816
107,53728
108,53600
109,53630
110,53742
111,53837
112,53966
113,54097
114,54237
115,54376
116,54525
117,54660
118,54815
119,55012
120,55232
121,55434
122,55660
