3,61
3,70
0,79
0,91
0,103
1,115
1,130
1,146
2,159
2,172
2,185
2,200
1,219
2,239
6,263
4,288
6,318
8,348
10,381
10,413
9,447
9,480
9,517
8,552
6,587
10,620
10,647
13,670
10,693
13,717
13,740
20,764
17,787
24,824
22,862
27,907
27,969
27,1050
19,1139
23,1258
16,1387
20,1544
15,1726
21,1913
24,2143
28,2392
22,2656
30,2954
24,3308
35,3718
29,4194
29,4690
33,5183
38,5661
35,6176
35,6682
43,7174
53,7620
62,8040
71,8463
74,8890
79,9272
85,9621
83,9932
92,10247
94,10514
77,10756
134,10980
138,11107
206,11200
221,11206
310,11160
322,11037
371,10902
304,10725
351,10594
310,10420
385,10272
592,10024
591,9540
576,9045
632,8557
707,8021
741,7388
633,6719
432,6151
467,5774
433,5356
480,4963
400,4517
381,4149
415,3800
322,3416
292,3120
320,2855
241,2560
210,2344
178,2158
166,1998
149,1859
127,1742
120,1650
114,1567
102,1494
102,1434
96,1376
97,1319
92,1260
80,1205
75,1162
73,1122
74,1085
71,1046
72,1013
