0,5
1,15
2,37
3,68
4,112
5,176
6,260
7,375
8,514
9,718
10,948
11,1227
12,1549
13,1934
14,2376
15,2948
16,3635
17,4513
18,5405
19,6529
20,7891
21,9466
22,11276
23,13304
24,15457
25,17960
26,20545
27,23448
28,26714
29,30268
30,33979
31,37875
32,41859
33,45961
34,50064
35,54128
36,58025
37,61902
38,65476
39,68835
40,72117
41,75112
42,77814
43,80406
44,82879
45,85394
46,87735
47,89826
48,91794
49,93628
50,95335
51,96901
52,98384
53,99838
54,101283
55,102668
56,103904
57,104971
58,105824
59,106479
60,106961
61,107282
62,107310
63,107242
64,106962
65,106649
66,106298
67,105936
68,105498
69,104738
70,103937
71,103200
72,102351
73,101515
74,100550
75,98673
76,96967
77,95111
78,92844
79,90434
80,87934
81,85476
82,83608
83,81723
84,79452
85,77358
86,75218
87,72941
88,70634
89,68390
90,66177
91,64356
92,62579
93,60899
94,59291
95,57549
96,55866
97,54012
98,52134
99,50125
100,48051
101,46060
102,44196
103,42529
104,41164
105,39849
106,38733
107,37760
108,36812
109,35809
110,34725
111,33612
112,32472
113,31273
114,29989
115,28728
116,27542
117,26429
118,25353
119,24344
120,23505
121,22805
122,22108
