0,61
1,70
2,79
3,91
4,103
5,115
6,130
7,146
8,159
9,172
10,185
11,200
12,219
13,239
14,263
15,288
16,318
17,348
18,381
19,413
20,447
21,480
22,517
23,552
24,587
25,620
26,647
27,670
28,693
29,717
30,740
31,764
32,787
33,824
34,862
35,907
36,969
37,1050
38,1139
39,1258
40,1387
41,1544
42,1726
43,1913
44,2143
45,2392
46,2656
47,2954
48,3308
49,3718
50,4194
51,4690
52,5183
53,5661
54,6176
55,6682
56,7174
57,7620
58,8040
59,8463
60,8890
61,9272
62,9621
63,9932
64,10247
65,10514
66,10756
67,10980
68,11107
69,11200
70,11206
71,11160
72,11037
73,10902
74,10725
75,10594
76,10420
77,10272
78,10024
79,9540
80,9045
81,8557
82,8021
83,7388
84,6719
85,6151
86,5774
87,5356
88,4963
89,4517
90,4149
91,3800
92,3416
93,3120
94,2855
95,2560
96,2344
97,2158
98,1998
99,1859
100,1742
101,1650
102,1567
103,1494
104,1434
105,1376
106,1319
107,1260
108,1205
109,1162
110,1122
111,1085
112,1046
113,1013
114,981
